ExperimentID,ParticipantID,Activity,Activity_Sub_Type,Surface,Hand,Toilet_type,Sex,ID,SurfaceCategories
LKDJN4154Z,CEM041,Defecation,NA,Exit,NA,Gender neutral,Male,50 CEM041,Door
LKDJN4154Z,CEM041,Defecation,NA,Exit,NA,Gender neutral,Male,50 CEM041,Door
LKDJN4154Z,CEM041,Defecation,NA,Exit,NA,Gender neutral,Male,50 CEM041,Door
LKDJN4154Z,CEM041,Defecation,NA,Exit,NA,Gender neutral,Male,50 CEM041,Door
LKDJN4154Z,CEM041,Defecation,NA,Exit,NA,Gender neutral,Male,50 CEM041,Door
LKDJN4154Z,CEM041,Defecation,NA,Exit,NA,Gender neutral,Male,50 CEM041,Door
LKDJN4154Z,CEM041,Defecation,NA,Exit,NA,Gender neutral,Male,50 CEM041,Door
LKDJN4154Z,CEM041,Defecation,NA,Exit,NA,Gender neutral,Male,50 CEM041,Door
LKDJN4154Z,CEM041,Defecation,NA,Exit,NA,Gender neutral,Male,50 CEM041,Door
LKDJN4154Z,CEM041,Defecation,NA,Exit,NA,Gender neutral,Male,50 CEM041,Door
LKDJN4154Z,CEM041,Defecation,NA,Exit,NA,Gender neutral,Male,50 CEM041,Door
LKDJN4154Z,CEM041,Defecation,NA,Exit,NA,Gender neutral,Male,50 CEM041,Door
LELLB2209X,SCGN06,Urination,NA,Door handle outside,Both,Gender neutral,Female,11 SCGN06,Door
LELLB2209X,SCGN06,Urination,NA,Cubicle door handle outside,Right,Gender neutral,Female,11 SCGN06,Cubicle
LELLB2209X,SCGN06,Urination,NA,Cubicle door handle inside,Left,Gender neutral,Female,11 SCGN06,Cubicle
LELLB2209X,SCGN06,Urination,NA,Cubicle door handle inside,Right,Gender neutral,Female,11 SCGN06,Cubicle
LELLB2209X,SCGN06,Urination,NA,Bag,Both,Gender neutral,Female,11 SCGN06,Personal
LELLB2209X,SCGN06,Urination,NA,Clothing,Both,Gender neutral,Female,11 SCGN06,Personal
LELLB2209X,SCGN06,Urination,NA,Toilet paper,Right,Gender neutral,Female,11 SCGN06,Cubicle
LELLB2209X,SCGN06,Urination,NA,Toilet paper,Left,Gender neutral,Female,11 SCGN06,Cubicle
LELLB2209X,SCGN06,Urination,NA,Toilet paper,Both,Gender neutral,Female,11 SCGN06,Cubicle
LELLB2209X,SCGN06,Urination,NA,Clothing,Both,Gender neutral,Female,11 SCGN06,Personal
LELLB2209X,SCGN06,Urination,NA,Flush button,Right,Gender neutral,Female,11 SCGN06,Cubicle
LELLB2209X,SCGN06,Urination,NA,Soap dispenser,Right,Gender neutral,Female,11 SCGN06,Hygiene
LELLB2209X,SCGN06,Urination,NA,Tap,Left,Gender neutral,Female,11 SCGN06,Hygiene
LELLB2209X,SCGN06,Urination,NA,Tap,Right,Gender neutral,Female,11 SCGN06,Hygiene
LELLB2209X,SCGN06,Urination,NA,Tap,Left,Gender neutral,Female,11 SCGN06,Hygiene
LELLB2209X,SCGN06,Urination,NA,Bag,Right,Gender neutral,Female,11 SCGN06,Personal
LELLB2209X,SCGN06,Urination,NA,Cubicle door handle inside,Right,Gender neutral,Female,11 SCGN06,Cubicle
LELLB2209X,SCGN06,Urination,NA,Door handle inside,Left,Gender neutral,Female,11 SCGN06,Door
LELLB2209X,SCGN06,Urination,NA,Exit,NA,Gender neutral,Female,11 SCGN06,Door
LELLB2209X,SCGN06,Urination,NA,Exit,NA,Gender neutral,Female,11 SCGN06,Door
LELLB2209X,SCGN06,Urination,NA,Exit,NA,Gender neutral,Female,11 SCGN06,Door
LELLB2209X,SCGN06,Urination,NA,Exit,NA,Gender neutral,Female,11 SCGN06,Door
LELLB2209X,SCGN06,Urination,NA,Exit,NA,Gender neutral,Female,11 SCGN06,Door
LELLB2209X,SCGN06,Urination,NA,Exit,NA,Gender neutral,Female,11 SCGN06,Door
LELLB2209X,SCGN06,Urination,NA,Exit,NA,Gender neutral,Female,11 SCGN06,Door
LELLB2209X,SCGN06,Urination,NA,Exit,NA,Gender neutral,Female,11 SCGN06,Door
LELLB2209X,SCGN06,Urination,NA,Exit,NA,Gender neutral,Female,11 SCGN06,Door
LELLB2209X,SCGN06,Urination,NA,Exit,NA,Gender neutral,Female,11 SCGN06,Door
LELLB2209X,SCGN06,Urination,NA,Exit,NA,Gender neutral,Female,11 SCGN06,Door
LELLB2209X,SCGN06,Urination,NA,Exit,NA,Gender neutral,Female,11 SCGN06,Door
LELLB2209X,SCGN06,Urination,NA,Exit,NA,Gender neutral,Female,11 SCGN06,Door
LELLB2209X,SCGN06,Urination,NA,Exit,NA,Gender neutral,Female,11 SCGN06,Door
LELLB2209X,SCGN06,Urination,NA,Exit,NA,Gender neutral,Female,11 SCGN06,Door
LELLB2209X,SCGN06,Urination,NA,Exit,NA,Gender neutral,Female,11 SCGN06,Door
LELLB2209X,SCGN06,Urination,NA,Exit,NA,Gender neutral,Female,11 SCGN06,Door
LELLB2209X,SCGN06,Urination,NA,Exit,NA,Gender neutral,Female,11 SCGN06,Door
LELLB2209X,SCGN06,Urination,NA,Exit,NA,Gender neutral,Female,11 SCGN06,Door
LELLB2209X,SCGN06,Urination,NA,Exit,NA,Gender neutral,Female,11 SCGN06,Door
LELLB2209X,SCGN06,Urination,NA,Exit,NA,Gender neutral,Female,11 SCGN06,Door
LELLB2209X,SCGN06,Urination,NA,Exit,NA,Gender neutral,Female,11 SCGN06,Door
LELLB2209X,SCGN06,Urination,NA,Exit,NA,Gender neutral,Female,11 SCGN06,Door
LELLB2209X,SCGN06,Urination,NA,Exit,NA,Gender neutral,Female,11 SCGN06,Door
LELLB2209X,SCGN06,Urination,NA,Exit,NA,Gender neutral,Female,11 SCGN06,Door
LELLB2209X,SCGN06,Urination,NA,Exit,NA,Gender neutral,Female,11 SCGN06,Door
LELLB2209X,SCGN06,Urination,NA,Exit,NA,Gender neutral,Female,11 SCGN06,Door
LELLB2209X,SCGN06,Urination,NA,Exit,NA,Gender neutral,Female,11 SCGN06,Door
LELLB2209X,SCGN06,Urination,NA,Exit,NA,Gender neutral,Female,11 SCGN06,Door
LELLB2209X,SCGN06,Urination,NA,Exit,NA,Gender neutral,Female,11 SCGN06,Door
LELLB2209X,SCGN06,Urination,NA,Exit,NA,Gender neutral,Female,11 SCGN06,Door
LELLB2209X,SCGN06,Urination,NA,Exit,NA,Gender neutral,Female,11 SCGN06,Door
LELLB2209X,SCGN06,Urination,NA,Exit,NA,Gender neutral,Female,11 SCGN06,Door
LELLB2209X,SCGN06,Urination,NA,Exit,NA,Gender neutral,Female,11 SCGN06,Door
LELLB2209X,SCGN06,Urination,NA,Exit,NA,Gender neutral,Female,11 SCGN06,Door
LELLB2209X,SCGN06,Urination,NA,Exit,NA,Gender neutral,Female,11 SCGN06,Door
LELLB2209X,SCGN06,Urination,NA,Exit,NA,Gender neutral,Female,11 SCGN06,Door
LELLB2209X,SCGN06,Urination,NA,Exit,NA,Gender neutral,Female,11 SCGN06,Door
LELLB2209X,SCGN06,Urination,NA,Exit,NA,Gender neutral,Female,11 SCGN06,Door
LELLB2209X,SCGN06,Urination,NA,Exit,NA,Gender neutral,Female,11 SCGN06,Door
LELLB2209X,SCGN06,Urination,NA,Exit,NA,Gender neutral,Female,11 SCGN06,Door
CJCKN6209H,SCGN06,Defecation,NA,Door handle outside,Both,Gender neutral,Female,12 SCGN06,Door
CJCKN6209H,SCGN06,Defecation,NA,Cubicle door handle outside,Right,Gender neutral,Female,12 SCGN06,Cubicle
CJCKN6209H,SCGN06,Defecation,NA,Cubicle door handle inside,Right,Gender neutral,Female,12 SCGN06,Cubicle
CJCKN6209H,SCGN06,Defecation,NA,Door lock,Right,Gender neutral,Female,12 SCGN06,Door
CJCKN6209H,SCGN06,Defecation,NA,Clothing,Both,Gender neutral,Female,12 SCGN06,Personal
CJCKN6209H,SCGN06,Defecation,NA,Bag,Right,Gender neutral,Female,12 SCGN06,Personal
CJCKN6209H,SCGN06,Defecation,NA,Bag,Both,Gender neutral,Female,12 SCGN06,Personal
CJCKN6209H,SCGN06,Defecation,NA,Phone,Both,Gender neutral,Female,12 SCGN06,Personal
CJCKN6209H,SCGN06,Defecation,NA,Toilet paper,Right,Gender neutral,Female,12 SCGN06,Cubicle
CJCKN6209H,SCGN06,Defecation,NA,Toilet paper,Left,Gender neutral,Female,12 SCGN06,Cubicle
CJCKN6209H,SCGN06,Defecation,NA,Toilet paper,Both,Gender neutral,Female,12 SCGN06,Cubicle
CJCKN6209H,SCGN06,Defecation,NA,Skin,Right,Gender neutral,Female,12 SCGN06,Personal
CJCKN6209H,SCGN06,Defecation,NA,Clothing,Both,Gender neutral,Female,12 SCGN06,Personal
CJCKN6209H,SCGN06,Defecation,NA,Flush button,Right,Gender neutral,Female,12 SCGN06,Cubicle
CJCKN6209H,SCGN06,Defecation,NA,Soap dispenser,Right,Gender neutral,Female,12 SCGN06,Hygiene
CJCKN6209H,SCGN06,Defecation,NA,Tap,Left,Gender neutral,Female,12 SCGN06,Hygiene
CJCKN6209H,SCGN06,Defecation,NA,Tap,Right,Gender neutral,Female,12 SCGN06,Hygiene
CJCKN6209H,SCGN06,Defecation,NA,Cubicle door handle inside,Right,Gender neutral,Female,12 SCGN06,Cubicle
CJCKN6209H,SCGN06,Defecation,NA,Door lock,Right,Gender neutral,Female,12 SCGN06,Door
CJCKN6209H,SCGN06,Defecation,NA,Bag,Both,Gender neutral,Female,12 SCGN06,Personal
CJCKN6209H,SCGN06,Defecation,NA,Door handle inside,Left,Gender neutral,Female,12 SCGN06,Door
CJCKN6209H,SCGN06,Defecation,NA,Exit,NA,Gender neutral,Female,12 SCGN06,Door
CJCKN6209H,SCGN06,Defecation,NA,Exit,NA,Gender neutral,Female,12 SCGN06,Door
CJCKN6209H,SCGN06,Defecation,NA,Exit,NA,Gender neutral,Female,12 SCGN06,Door
CJCKN6209H,SCGN06,Defecation,NA,Exit,NA,Gender neutral,Female,12 SCGN06,Door
CJCKN6209H,SCGN06,Defecation,NA,Exit,NA,Gender neutral,Female,12 SCGN06,Door
CJCKN6209H,SCGN06,Defecation,NA,Exit,NA,Gender neutral,Female,12 SCGN06,Door
CJCKN6209H,SCGN06,Defecation,NA,Exit,NA,Gender neutral,Female,12 SCGN06,Door
CJCKN6209H,SCGN06,Defecation,NA,Exit,NA,Gender neutral,Female,12 SCGN06,Door
CJCKN6209H,SCGN06,Defecation,NA,Exit,NA,Gender neutral,Female,12 SCGN06,Door
CJCKN6209H,SCGN06,Defecation,NA,Exit,NA,Gender neutral,Female,12 SCGN06,Door
CJCKN6209H,SCGN06,Defecation,NA,Exit,NA,Gender neutral,Female,12 SCGN06,Door
CJCKN6209H,SCGN06,Defecation,NA,Exit,NA,Gender neutral,Female,12 SCGN06,Door
CJCKN6209H,SCGN06,Defecation,NA,Exit,NA,Gender neutral,Female,12 SCGN06,Door
CJCKN6209H,SCGN06,Defecation,NA,Exit,NA,Gender neutral,Female,12 SCGN06,Door
CJCKN6209H,SCGN06,Defecation,NA,Exit,NA,Gender neutral,Female,12 SCGN06,Door
CJCKN6209H,SCGN06,Defecation,NA,Exit,NA,Gender neutral,Female,12 SCGN06,Door
CJCKN6209H,SCGN06,Defecation,NA,Exit,NA,Gender neutral,Female,12 SCGN06,Door
CJCKN6209H,SCGN06,Defecation,NA,Exit,NA,Gender neutral,Female,12 SCGN06,Door
CJCKN6209H,SCGN06,Defecation,NA,Exit,NA,Gender neutral,Female,12 SCGN06,Door
CJCKN6209H,SCGN06,Defecation,NA,Exit,NA,Gender neutral,Female,12 SCGN06,Door
CJCKN6209H,SCGN06,Defecation,NA,Exit,NA,Gender neutral,Female,12 SCGN06,Door
CJCKN6209H,SCGN06,Defecation,NA,Exit,NA,Gender neutral,Female,12 SCGN06,Door
CJCKN6209H,SCGN06,Defecation,NA,Exit,NA,Gender neutral,Female,12 SCGN06,Door
CJCKN6209H,SCGN06,Defecation,NA,Exit,NA,Gender neutral,Female,12 SCGN06,Door
CJCKN6209H,SCGN06,Defecation,NA,Exit,NA,Gender neutral,Female,12 SCGN06,Door
CJCKN6209H,SCGN06,Defecation,NA,Exit,NA,Gender neutral,Female,12 SCGN06,Door
CJCKN6209H,SCGN06,Defecation,NA,Exit,NA,Gender neutral,Female,12 SCGN06,Door
CJCKN6209H,SCGN06,Defecation,NA,Exit,NA,Gender neutral,Female,12 SCGN06,Door
CJCKN6209H,SCGN06,Defecation,NA,Exit,NA,Gender neutral,Female,12 SCGN06,Door
CJCKN6209H,SCGN06,Defecation,NA,Exit,NA,Gender neutral,Female,12 SCGN06,Door
CJCKN6209H,SCGN06,Defecation,NA,Exit,NA,Gender neutral,Female,12 SCGN06,Door
CJCKN6209H,SCGN06,Defecation,NA,Exit,NA,Gender neutral,Female,12 SCGN06,Door
CJCKN6209H,SCGN06,Defecation,NA,Exit,NA,Gender neutral,Female,12 SCGN06,Door
CJCKN6209H,SCGN06,Defecation,NA,Exit,NA,Gender neutral,Female,12 SCGN06,Door
CJCKN6209H,SCGN06,Defecation,NA,Exit,NA,Gender neutral,Female,12 SCGN06,Door
CJCKN6209H,SCGN06,Defecation,NA,Exit,NA,Gender neutral,Female,12 SCGN06,Door
CJCKN6209H,SCGN06,Defecation,NA,Exit,NA,Gender neutral,Female,12 SCGN06,Door
CJCKN6209H,SCGN06,Defecation,NA,Exit,NA,Gender neutral,Female,12 SCGN06,Door
RQLPX3649E,SCGN06,MHM,Menstrual cup,Door handle outside,Both,Gender neutral,Female,13 SCGN06,Door
RQLPX3649E,SCGN06,MHM,Menstrual cup,Cubicle door handle outside,Right,Gender neutral,Female,13 SCGN06,Cubicle
RQLPX3649E,SCGN06,MHM,Menstrual cup,Cubicle door handle inside,Right,Gender neutral,Female,13 SCGN06,Cubicle
RQLPX3649E,SCGN06,MHM,Menstrual cup,Door lock,Right,Gender neutral,Female,13 SCGN06,Door
RQLPX3649E,SCGN06,MHM,Menstrual cup,Clothing,Both,Gender neutral,Female,13 SCGN06,Personal
RQLPX3649E,SCGN06,MHM,Menstrual cup,Bag,Right,Gender neutral,Female,13 SCGN06,Personal
RQLPX3649E,SCGN06,MHM,Menstrual cup,Bag,Both,Gender neutral,Female,13 SCGN06,Personal
RQLPX3649E,SCGN06,MHM,Menstrual cup,Tap,Right,Gender neutral,Female,13 SCGN06,Hygiene
RQLPX3649E,SCGN06,MHM,Menstrual cup,Tap,Right,Gender neutral,Female,13 SCGN06,Hygiene
RQLPX3649E,SCGN06,MHM,Menstrual cup,Menstrual cup,Left,Gender neutral,Female,13 SCGN06,MHM
RQLPX3649E,SCGN06,MHM,Menstrual cup,Tap,Right,Gender neutral,Female,13 SCGN06,Hygiene
RQLPX3649E,SCGN06,MHM,Menstrual cup,Toilet paper,Right,Gender neutral,Female,13 SCGN06,Cubicle
RQLPX3649E,SCGN06,MHM,Menstrual cup,Toilet paper,Left,Gender neutral,Female,13 SCGN06,Cubicle
RQLPX3649E,SCGN06,MHM,Menstrual cup,Toilet paper,Both,Gender neutral,Female,13 SCGN06,Cubicle
RQLPX3649E,SCGN06,MHM,Menstrual cup,Skin,Right,Gender neutral,Female,13 SCGN06,Personal
RQLPX3649E,SCGN06,MHM,Menstrual cup,Menstrual cup,Both,Gender neutral,Female,13 SCGN06,MHM
RQLPX3649E,SCGN06,MHM,Menstrual cup,Menstrual cup,Right,Gender neutral,Female,13 SCGN06,MHM
RQLPX3649E,SCGN06,MHM,Menstrual cup,Skin,Right,Gender neutral,Female,13 SCGN06,Personal
RQLPX3649E,SCGN06,MHM,Menstrual cup,Clothing,Both,Gender neutral,Female,13 SCGN06,Personal
RQLPX3649E,SCGN06,MHM,Menstrual cup,Flush button,Right,Gender neutral,Female,13 SCGN06,Cubicle
RQLPX3649E,SCGN06,MHM,Menstrual cup,Soap dispenser,Right,Gender neutral,Female,13 SCGN06,Hygiene
RQLPX3649E,SCGN06,MHM,Menstrual cup,Tap,Left,Gender neutral,Female,13 SCGN06,Hygiene
RQLPX3649E,SCGN06,MHM,Menstrual cup,Tap,Left,Gender neutral,Female,13 SCGN06,Hygiene
RQLPX3649E,SCGN06,MHM,Menstrual cup,Tap,Left,Gender neutral,Female,13 SCGN06,Hygiene
RQLPX3649E,SCGN06,MHM,Menstrual cup,Tap,Left,Gender neutral,Female,13 SCGN06,Hygiene
RQLPX3649E,SCGN06,MHM,Menstrual cup,Bag,Both,Gender neutral,Female,13 SCGN06,Personal
RQLPX3649E,SCGN06,MHM,Menstrual cup,Door lock,Right,Gender neutral,Female,13 SCGN06,Door
RQLPX3649E,SCGN06,MHM,Menstrual cup,Cubicle door handle inside,Right,Gender neutral,Female,13 SCGN06,Cubicle
RQLPX3649E,SCGN06,MHM,Menstrual cup,Door handle inside,Left,Gender neutral,Female,13 SCGN06,Door
RQLPX3649E,SCGN06,MHM,Menstrual cup,Exit,NA,Gender neutral,Female,13 SCGN06,Door
RQLPX3649E,SCGN06,MHM,Menstrual cup,Exit,NA,Gender neutral,Female,13 SCGN06,Door
RQLPX3649E,SCGN06,MHM,Menstrual cup,Exit,NA,Gender neutral,Female,13 SCGN06,Door
RQLPX3649E,SCGN06,MHM,Menstrual cup,Exit,NA,Gender neutral,Female,13 SCGN06,Door
RQLPX3649E,SCGN06,MHM,Menstrual cup,Exit,NA,Gender neutral,Female,13 SCGN06,Door
RQLPX3649E,SCGN06,MHM,Menstrual cup,Exit,NA,Gender neutral,Female,13 SCGN06,Door
RQLPX3649E,SCGN06,MHM,Menstrual cup,Exit,NA,Gender neutral,Female,13 SCGN06,Door
RQLPX3649E,SCGN06,MHM,Menstrual cup,Exit,NA,Gender neutral,Female,13 SCGN06,Door
RQLPX3649E,SCGN06,MHM,Menstrual cup,Exit,NA,Gender neutral,Female,13 SCGN06,Door
RQLPX3649E,SCGN06,MHM,Menstrual cup,Exit,NA,Gender neutral,Female,13 SCGN06,Door
RQLPX3649E,SCGN06,MHM,Menstrual cup,Exit,NA,Gender neutral,Female,13 SCGN06,Door
RQLPX3649E,SCGN06,MHM,Menstrual cup,Exit,NA,Gender neutral,Female,13 SCGN06,Door
RQLPX3649E,SCGN06,MHM,Menstrual cup,Exit,NA,Gender neutral,Female,13 SCGN06,Door
RQLPX3649E,SCGN06,MHM,Menstrual cup,Exit,NA,Gender neutral,Female,13 SCGN06,Door
RQLPX3649E,SCGN06,MHM,Menstrual cup,Exit,NA,Gender neutral,Female,13 SCGN06,Door
RQLPX3649E,SCGN06,MHM,Menstrual cup,Exit,NA,Gender neutral,Female,13 SCGN06,Door
RQLPX3649E,SCGN06,MHM,Menstrual cup,Exit,NA,Gender neutral,Female,13 SCGN06,Door
RQLPX3649E,SCGN06,MHM,Menstrual cup,Exit,NA,Gender neutral,Female,13 SCGN06,Door
RQLPX3649E,SCGN06,MHM,Menstrual cup,Exit,NA,Gender neutral,Female,13 SCGN06,Door
RQLPX3649E,SCGN06,MHM,Menstrual cup,Exit,NA,Gender neutral,Female,13 SCGN06,Door
RQLPX3649E,SCGN06,MHM,Menstrual cup,Exit,NA,Gender neutral,Female,13 SCGN06,Door
RQLPX3649E,SCGN06,MHM,Menstrual cup,Exit,NA,Gender neutral,Female,13 SCGN06,Door
RQLPX3649E,SCGN06,MHM,Menstrual cup,Exit,NA,Gender neutral,Female,13 SCGN06,Door
RQLPX3649E,SCGN06,MHM,Menstrual cup,Exit,NA,Gender neutral,Female,13 SCGN06,Door
RQLPX3649E,SCGN06,MHM,Menstrual cup,Exit,NA,Gender neutral,Female,13 SCGN06,Door
RQLPX3649E,SCGN06,MHM,Menstrual cup,Exit,NA,Gender neutral,Female,13 SCGN06,Door
RQLPX3649E,SCGN06,MHM,Menstrual cup,Exit,NA,Gender neutral,Female,13 SCGN06,Door
RQLPX3649E,SCGN06,MHM,Menstrual cup,Exit,NA,Gender neutral,Female,13 SCGN06,Door
RQLPX3649E,SCGN06,MHM,Menstrual cup,Exit,NA,Gender neutral,Female,13 SCGN06,Door
RQLPX3649E,SCGN06,MHM,Menstrual cup,Exit,NA,Gender neutral,Female,13 SCGN06,Door
JUZBZ2523D,SCGN07,Urination,NA,Door handle outside,Right,Gender neutral,Female,14 SCGN07,Door
JUZBZ2523D,SCGN07,Urination,NA,Cubicle door handle outside,Right,Gender neutral,Female,14 SCGN07,Cubicle
JUZBZ2523D,SCGN07,Urination,NA,Cubicle door handle inside,Right,Gender neutral,Female,14 SCGN07,Cubicle
JUZBZ2523D,SCGN07,Urination,NA,Cubicle door handle inside,Right,Gender neutral,Female,14 SCGN07,Cubicle
JUZBZ2523D,SCGN07,Urination,NA,Cubicle door handle inside,Left,Gender neutral,Female,14 SCGN07,Cubicle
JUZBZ2523D,SCGN07,Urination,NA,Door lock,Right,Gender neutral,Female,14 SCGN07,Door
JUZBZ2523D,SCGN07,Urination,NA,Bag,Both,Gender neutral,Female,14 SCGN07,Personal
JUZBZ2523D,SCGN07,Urination,NA,Toilet surface,Left,Gender neutral,Female,14 SCGN07,Cubicle
JUZBZ2523D,SCGN07,Urination,NA,Bag,Both,Gender neutral,Female,14 SCGN07,Personal
JUZBZ2523D,SCGN07,Urination,NA,Clothing,Both,Gender neutral,Female,14 SCGN07,Personal
JUZBZ2523D,SCGN07,Urination,NA,Toilet paper,Right,Gender neutral,Female,14 SCGN07,Cubicle
JUZBZ2523D,SCGN07,Urination,NA,Toilet paper,Left,Gender neutral,Female,14 SCGN07,Cubicle
JUZBZ2523D,SCGN07,Urination,NA,Toilet paper,Both,Gender neutral,Female,14 SCGN07,Cubicle
JUZBZ2523D,SCGN07,Urination,NA,Skin,Right,Gender neutral,Female,14 SCGN07,Personal
JUZBZ2523D,SCGN07,Urination,NA,Clothing,Both,Gender neutral,Female,14 SCGN07,Personal
JUZBZ2523D,SCGN07,Urination,NA,Flush button,Right,Gender neutral,Female,14 SCGN07,Cubicle
JUZBZ2523D,SCGN07,Urination,NA,Soap dispenser,Right,Gender neutral,Female,14 SCGN07,Hygiene
JUZBZ2523D,SCGN07,Urination,NA,Tap,Left,Gender neutral,Female,14 SCGN07,Hygiene
JUZBZ2523D,SCGN07,Urination,NA,Tap,Right,Gender neutral,Female,14 SCGN07,Hygiene
JUZBZ2523D,SCGN07,Urination,NA,Bag,Both,Gender neutral,Female,14 SCGN07,Personal
JUZBZ2523D,SCGN07,Urination,NA,Cubicle door handle inside,Left,Gender neutral,Female,14 SCGN07,Cubicle
JUZBZ2523D,SCGN07,Urination,NA,Door lock,Right,Gender neutral,Female,14 SCGN07,Door
JUZBZ2523D,SCGN07,Urination,NA,Door handle inside,Left,Gender neutral,Female,14 SCGN07,Door
JUZBZ2523D,SCGN07,Urination,NA,Exit,NA,Gender neutral,Female,14 SCGN07,Door
JUZBZ2523D,SCGN07,Urination,NA,Exit,NA,Gender neutral,Female,14 SCGN07,Door
JUZBZ2523D,SCGN07,Urination,NA,Exit,NA,Gender neutral,Female,14 SCGN07,Door
JUZBZ2523D,SCGN07,Urination,NA,Exit,NA,Gender neutral,Female,14 SCGN07,Door
JUZBZ2523D,SCGN07,Urination,NA,Exit,NA,Gender neutral,Female,14 SCGN07,Door
JUZBZ2523D,SCGN07,Urination,NA,Exit,NA,Gender neutral,Female,14 SCGN07,Door
JUZBZ2523D,SCGN07,Urination,NA,Exit,NA,Gender neutral,Female,14 SCGN07,Door
JUZBZ2523D,SCGN07,Urination,NA,Exit,NA,Gender neutral,Female,14 SCGN07,Door
JUZBZ2523D,SCGN07,Urination,NA,Exit,NA,Gender neutral,Female,14 SCGN07,Door
JUZBZ2523D,SCGN07,Urination,NA,Exit,NA,Gender neutral,Female,14 SCGN07,Door
JUZBZ2523D,SCGN07,Urination,NA,Exit,NA,Gender neutral,Female,14 SCGN07,Door
JUZBZ2523D,SCGN07,Urination,NA,Exit,NA,Gender neutral,Female,14 SCGN07,Door
JUZBZ2523D,SCGN07,Urination,NA,Exit,NA,Gender neutral,Female,14 SCGN07,Door
JUZBZ2523D,SCGN07,Urination,NA,Exit,NA,Gender neutral,Female,14 SCGN07,Door
JUZBZ2523D,SCGN07,Urination,NA,Exit,NA,Gender neutral,Female,14 SCGN07,Door
JUZBZ2523D,SCGN07,Urination,NA,Exit,NA,Gender neutral,Female,14 SCGN07,Door
JUZBZ2523D,SCGN07,Urination,NA,Exit,NA,Gender neutral,Female,14 SCGN07,Door
JUZBZ2523D,SCGN07,Urination,NA,Exit,NA,Gender neutral,Female,14 SCGN07,Door
JUZBZ2523D,SCGN07,Urination,NA,Exit,NA,Gender neutral,Female,14 SCGN07,Door
JUZBZ2523D,SCGN07,Urination,NA,Exit,NA,Gender neutral,Female,14 SCGN07,Door
JUZBZ2523D,SCGN07,Urination,NA,Exit,NA,Gender neutral,Female,14 SCGN07,Door
JUZBZ2523D,SCGN07,Urination,NA,Exit,NA,Gender neutral,Female,14 SCGN07,Door
JUZBZ2523D,SCGN07,Urination,NA,Exit,NA,Gender neutral,Female,14 SCGN07,Door
JUZBZ2523D,SCGN07,Urination,NA,Exit,NA,Gender neutral,Female,14 SCGN07,Door
JUZBZ2523D,SCGN07,Urination,NA,Exit,NA,Gender neutral,Female,14 SCGN07,Door
JUZBZ2523D,SCGN07,Urination,NA,Exit,NA,Gender neutral,Female,14 SCGN07,Door
JUZBZ2523D,SCGN07,Urination,NA,Exit,NA,Gender neutral,Female,14 SCGN07,Door
JUZBZ2523D,SCGN07,Urination,NA,Exit,NA,Gender neutral,Female,14 SCGN07,Door
JUZBZ2523D,SCGN07,Urination,NA,Exit,NA,Gender neutral,Female,14 SCGN07,Door
JUZBZ2523D,SCGN07,Urination,NA,Exit,NA,Gender neutral,Female,14 SCGN07,Door
JUZBZ2523D,SCGN07,Urination,NA,Exit,NA,Gender neutral,Female,14 SCGN07,Door
JUZBZ2523D,SCGN07,Urination,NA,Exit,NA,Gender neutral,Female,14 SCGN07,Door
JUZBZ2523D,SCGN07,Urination,NA,Exit,NA,Gender neutral,Female,14 SCGN07,Door
JUZBZ2523D,SCGN07,Urination,NA,Exit,NA,Gender neutral,Female,14 SCGN07,Door
JUZBZ2523D,SCGN07,Urination,NA,Exit,NA,Gender neutral,Female,14 SCGN07,Door
JUZBZ2523D,SCGN07,Urination,NA,Exit,NA,Gender neutral,Female,14 SCGN07,Door
OQAWP4999W,SCGN07,Defecation,NA,Door handle outside,Right,Gender neutral,Female,15 SCGN07,Door
OQAWP4999W,SCGN07,Defecation,NA,Cubicle door handle outside,Right,Gender neutral,Female,15 SCGN07,Cubicle
OQAWP4999W,SCGN07,Defecation,NA,Cubicle door handle inside,Left,Gender neutral,Female,15 SCGN07,Cubicle
OQAWP4999W,SCGN07,Defecation,NA,Door lock,Left,Gender neutral,Female,15 SCGN07,Door
OQAWP4999W,SCGN07,Defecation,NA,Bag,Both,Gender neutral,Female,15 SCGN07,Personal
OQAWP4999W,SCGN07,Defecation,NA,Phone,Right,Gender neutral,Female,15 SCGN07,Personal
OQAWP4999W,SCGN07,Defecation,NA,Phone,Left,Gender neutral,Female,15 SCGN07,Personal
OQAWP4999W,SCGN07,Defecation,NA,Clothing,Both,Gender neutral,Female,15 SCGN07,Personal
OQAWP4999W,SCGN07,Defecation,NA,Phone,Both,Gender neutral,Female,15 SCGN07,Personal
OQAWP4999W,SCGN07,Defecation,NA,Phone,Right,Gender neutral,Female,15 SCGN07,Personal
OQAWP4999W,SCGN07,Defecation,NA,Toilet paper,Right,Gender neutral,Female,15 SCGN07,Cubicle
OQAWP4999W,SCGN07,Defecation,NA,Toilet paper,Left,Gender neutral,Female,15 SCGN07,Cubicle
OQAWP4999W,SCGN07,Defecation,NA,Toilet paper,Both,Gender neutral,Female,15 SCGN07,Cubicle
OQAWP4999W,SCGN07,Defecation,NA,Skin,Right,Gender neutral,Female,15 SCGN07,Personal
